0.11168,1.6874509803921567
0.722928,1.6874509803921567
1.333891,1.6874509803921567
1.944257,1.6874509803921567
2.554764,1.6874509803921567
3.165496,1.6874509803921567
3.776285,1.6874509803921567
4.386914,1.6874509803921567
4.997319,1.6874509803921567
5.606949,2.089843137254902
6.216721,2.3624313725490196
6.82701,2.635019607843137
7.437475,3.0374117647058823
8.047169,3.219137254901961
8.657035,3.31
9.267138,3.31
9.877244,3.31
10.487542,3.31
11.098034,3.31
11.70837,2.751843137254902
12.318735,2.297529411764706
12.929132,1.8561960784313727
13.539641,1.6614901960784314
14.150103,1.1812156862745098
14.759991,1.1812156862745098
